@relation TITANIC

@attribute AGE numeric
@attribute CLASSID string
@attribute Description string
@attribute FARE numeric
@attribute GENDER string
@attribute Name string
@attribute SURVIVED numeric
@attribute TICKET string

@data
25,3,'no description',7.775,male,'no name',0,347076
35,3,'no description',7.8958,male,'no name',0,349230
24,1,'no description',82.2667,male,'no name',1,21228
17,1,'no description',57,female,'no name',1,17474
21,2,'no description',11.5,male,'no name',0,28134
36,3,'no description',7.4958,male,'no name',0,349210
26,3,'no description',22.025,female,'no name',1,315153
40,1,'no description',27.7208,male,'no name',0,'PC 17601'
24,2,'no description',65,female,'no name',1,220845
2,3,'no description',31.275,female,'no name',0,347082
36,2,'no description',26,female,'no name',1,226875
18,2,'no description',13,male,'no name',0,236171
29,2,'no description',13.8583,male,'no name',1,'SC/PARIS 2147'
28,2,'no description',24,female,'no name',1,'P/PP 3381'
54,1,'no description',59.4,female,'no name',1,'PC 17603'
31,2,'no description',21,female,'no name',1,'F.C.C. 13528'
17,2,'no description',10.5,female,'no name',1,'SO/C 14885'
23,2,'no description',13,male,'no name',0,233639
46,1,'no description',75.2417,male,'no name',0,13050
22,1,'no description',61.9792,female,'no name',1,113509
1,3,'no description',15.7417,female,'no name',1,2653
30,1,'no description',56.9292,female,'no name',1,'PC 17485'
28,2,'no description',13,female,'no name',1,237668
30,3,'no description',7.2292,male,'no name',0,2685
28.5,1,'no description',27.7208,male,'no name',0,'PC 17562'
50,1,'no description',247.5208,female,'no name',1,'PC 17558'
55,1,'no description',30.5,male,'no name',0,113787
1,2,'no description',37.0042,male,'no name',1,'S.C./PARIS 2079'
39,3,'no description',7.2292,male,'no name',0,2675
33,3,'no description',15.85,female,'no name',1,3101278
30,3,'no description',7.25,male,'no name',0,'C 7076'
22,3,'no description',9.35,male,'no name',0,'PP 4348'
34,2,'no description',13,male,'no name',1,248698
23,3,'no description',7.8542,female,'no name',1,347469
41,3,'no description',20.2125,female,'no name',0,370129
50,2,'no description',26,female,'no name',1,230433
31,2,'no description',13,male,'no name',1,244270
27,3,'no description',7.7958,male,'no name',1,350043
42,3,'no description',7.65,male,'no name',0,348121
8,2,'no description',26,female,'no name',1,26360
26,3,'no description',7.8875,male,'no name',0,3474
24,2,'no description',26,female,'no name',1,244367
29,2,'no description',10.5,male,'no name',0,'W./C. 14263'
32,2,'no description',13.5,male,'no name',0,237216
39,1,'no description',79.65,female,'no name',1,110413
17,3,'no description',7.8958,male,'no name',0,349232
28,3,'no description',15.85,male,'no name',0,'STON/O2. 3101279'
21,3,'no description',7.8208,male,'no name',1,330920
22,3,'no description',7.725,female,'no name',1,334914
47,1,'no description',61.175,female,'no name',1,'W.E.P. 5734'
34,2,'no description',26,male,'no name',0,244367
19,3,'no description',8.05,male,'no name',0,323951
59,1,'no description',51.4792,female,'no name',1,11769
29,3,'no description',7.0458,male,'no name',0,3460
31,3,'no description',7.775,male,'no name',0,347063
24,1,'no description',69.3,female,'no name',1,'PC 17477'
64,1,'no description',26.55,female,'no name',1,112901
31,2,'no description',21,female,'no name',1,'CA 31352'
60,1,'no description',75.25,female,'no name',1,110813
62,1,'no description',80,female,'no name',1,113572
74,3,'no description',7.775,male,'no name',0,347060
22,3,'no description',7.5208,male,'no name',0,350060
2,1,'no description',151.55,female,'no name',0,113781
47,3,'no description',7.25,male,'no name',0,'A/5 3902'
41,3,'no description',7.125,male,'no name',0,'SOTON/O2 3101272'
25,3,'no description',7.05,male,'no name',0,'SOTON/OQ 392076'
28,2,'no description',26,male,'no name',0,244358
21,3,'no description',8.4333,male,'no name',0,8475
36,1,'no description',512.3292,male,'no name',1,'PC 17755'
29,2,'no description',26,male,'no name',0,2003
50,2,'no description',26,male,'no name',0,'SC/AH 3085'
17,3,'no description',8.05,male,'no name',0,'A/4 48873'
30,2,'no description',13,male,'no name',0,28228
33,2,'no description',26,female,'no name',1,26360
30,3,'no description',15.55,female,'no name',0,349910
56,1,'no description',83.1583,female,'no name',1,11767
22,3,'no description',7.225,male,'no name',1,2658
45,1,'no description',63.3583,female,'no name',1,'PC 17759'
26,3,'no description',20.575,male,'no name',0,'C.A. 2315'
45,1,'no description',52.5542,female,'no name',1,11753
24,3,'no description',19.2583,female,'no name',1,2666
24,1,'no description',79.2,male,'no name',0,'PC 17593'
20,3,'no description',7.2292,male,'no name',1,2663
9,3,'no description',31.275,female,'no name',0,347082
40,3,'no description',7.8958,male,'no name',0,349251
33,3,'no description',8.6542,male,'no name',0,7540
35,1,'no description',135.6333,female,'no name',1,'PC 17760'
34.5,3,'no description',7.8292,male,'no name',0,330911
19,2,'no description',10.5,male,'no name',0,28004
1,3,'no description',20.575,male,'no name',1,'C.A. 2315'
47,1,'no description',52,male,'no name',0,110465
30.5,3,'no description',8.05,male,'no name',0,364499
21,1,'no description',77.2875,male,'no name',0,35281
24,3,'no description',7.8542,male,'no name',0,350409
47,1,'no description',42.4,male,'no name',0,113796
42,1,'no description',52.5542,male,'no name',1,11753
45,3,'no description',6.975,male,'no name',0,347061
27,3,'no description',7.8542,male,'no name',0,350408
29,2,'no description',21,male,'no name',0,11668
20,3,'no description',7.925,male,'no name',1,'STON/O 2. 3101285'
25,2,'no description',13,male,'no name',0,244361
36,2,'no description',13,male,'no name',0,242963
41,1,'no description',51.8625,male,'no name',0,17464
29,2,'no description',23,female,'no name',1,29103
40,3,'no description',7.225,male,'no name',0,2623
60,2,'no description',39,male,'no name',0,29750
38,3,'no description',7.2292,female,'no name',1,2688
55,1,'no description',50,male,'no name',0,680
30,3,'no description',8.6625,female,'no name',0,315084
32,2,'no description',10.5,male,'no name',0,'C.A. 33111'
25,3,'no description',7.925,female,'no name',0,'STON/O2. 3101271'
10,3,'no description',46.9,female,'no name',0,'CA 2144'
19,3,'no description',7.8792,female,'no name',1,330958
23,3,'no description',13.9,male,'no name',0,347072
29,3,'no description',7.75,male,'no name',1,382651
20,3,'no description',7.8542,female,'no name',0,347471
48,3,'no description',34.375,female,'no name',0,'W./C. 6608'
51,1,'no description',61.3792,male,'no name',0,'PC 17597'
18,3,'no description',7.4958,female,'no name',1,3101265
1,3,'no description',46.9,male,'no name',0,'CA 2144'
31,3,'no description',18,female,'no name',0,345763
24,3,'no description',9.325,male,'no name',0,7266
48,1,'no description',26.55,male,'no name',1,19952
30,1,'no description',57.75,male,'no name',1,13236
26,2,'no description',26,female,'no name',0,250651
20,3,'no description',9.5,male,'no name',0,345769
59,3,'no description',7.25,male,'no name',0,364500
40,3,'no description',46.9,male,'no name',0,'CA 2144'
40,2,'no description',26,male,'no name',0,2926
24,3,'no description',7.775,male,'no name',0,349911
0.75,3,'no description',19.2583,female,'no name',1,2666
22,3,'no description',7.775,male,'no name',0,347065
0.75,3,'no description',19.2583,female,'no name',1,2666
55,1,'no description',59.4,male,'no name',0,'PC 17603'
37,1,'no description',29.7,male,'no name',0,'PC 17596'
22.5,3,'no description',7.225,male,'no name',0,2698
16,3,'no description',20.25,male,'no name',0,'C.A. 2673'
22,3,'no description',7.75,female,'no name',1,370373
34,2,'no description',13,male,'no name',0,12233
35,2,'no description',10.5,male,'no name',0,28206
70.5,3,'no description',7.75,male,'no name',0,370369
64,1,'no description',75.25,male,'no name',0,110813
43,2,'no description',21,male,'no name',0,'S.O./P.P. 2'
44,3,'no description',8.05,male,'no name',0,363592
22,2,'no description',31.5,male,'no name',0,'C.A. 31029'
30,2,'no description',12.35,female,'no name',1,234818
14,2,'no description',65,male,'no name',0,220845
30,3,'no description',7.225,male,'no name',0,2694
28,3,'no description',9.5,male,'no name',0,345770
36,1,'no description',26.3875,male,'no name',1,'PC 17474'
47,1,'no description',227.525,male,'no name',0,'PC 17757'
18,3,'no description',7.7958,male,'no name',0,350036
71,1,'no description',34.6542,male,'no name',0,'PC 17754'
14,3,'no description',9.225,male,'no name',1,7538
46,2,'no description',26,male,'no name',0,28403
32,1,'no description',30.5,male,'no name',1,13214
11,3,'no description',46.9,male,'no name',0,'CA 2144'
55,2,'no description',16,female,'no name',1,248706
24,2,'no description',10.5,male,'no name',0,'C.A. 29566'
22,1,'no description',66.6,female,'no name',1,113776
17,1,'no description',47.1,male,'no name',0,113059
22,3,'no description',8.6625,female,'no name',0,315152
24,3,'no description',7.75,female,'no name',1,382653
64,1,'no description',26,male,'no name',0,693
24,2,'no description',13,male,'no name',0,233866
30,2,'no description',10.5,male,'no name',0,'W/C 14208'
27,3,'no description',6.975,male,'no name',1,347089
20,3,'no description',7.925,male,'no name',1,'SOTON/O2 3101284'
33,3,'no description',8.05,male,'no name',0,'A./5. 3338'
18,3,'no description',7.775,female,'no name',1,347066
35,3,'no description',20.25,female,'no name',1,'C.A. 2673'
1,3,'no description',12.1833,female,'no name',0,350405
41,3,'no description',14.1083,male,'no name',0,350026
0.8333,2,'no description',18.75,male,'no name',1,29106
39,2,'no description',26,male,'no name',0,250655
26,2,'no description',13.5,female,'no name',1,220844
16,3,'no description',9.5,male,'no name',0,345778
41,3,'no description',7.85,male,'no name',0,'SOTON/O.Q. 3101263'
22,2,'no description',10.5,female,'no name',1,'W./C. 14266'
50,1,'no description',211.5,male,'no name',0,113503
42,3,'no description',8.6625,male,'no name',0,315088
24,3,'no description',24.15,male,'no name',0,'A/4 48871'
9,3,'no description',31.3875,male,'no name',0,347077
16,1,'no description',86.5,female,'no name',1,110152
53,1,'no description',81.8583,male,'no name',1,33638
22,2,'no description',29,female,'no name',1,248738
35,3,'no description',8.05,male,'no name',0,364512
53,1,'no description',28.5,male,'no name',1,113780
9,3,'no description',27.9,female,'no name',0,347088
38,2,'no description',21,male,'no name',0,28664
22,3,'no description',7.2292,male,'no name',0,2669
35,1,'no description',53.1,female,'no name',1,113803
34,2,'no description',21,male,'no name',0,31027
8,3,'no description',21.075,female,'no name',0,349909
43,3,'no description',8.05,male,'no name',0,'A/5 3536'
15,3,'no description',14.4542,female,'no name',1,2659
19,1,'no description',263,male,'no name',0,19950
18,3,'no description',7.8792,female,'no name',0,330963
26,3,'no description',7.8958,male,'no name',0,349248
1,3,'no description',16.7,female,'no name',1,'PP 9549'
39,1,'no description',55.9,female,'no name',1,13507
19,3,'no description',8.1583,male,'no name',0,'S.P. 3464'
30,2,'no description',12.7375,male,'no name',1,'C.A. 34644'
22,3,'no description',7.7958,male,'no name',0,350052
26.5,3,'no description',7.225,male,'no name',0,2656
26,3,'no description',7.775,male,'no name',1,347070
30,3,'no description',6.95,female,'no name',1,382650
19,1,'no description',30,female,'no name',1,112053
51,3,'no description',8.05,male,'no name',0,21440
17,3,'no description',7.925,female,'no name',1,3101281
31,1,'no description',113.275,female,'no name',1,35273
23,2,'no description',13,male,'no name',0,29751
57,2,'no description',12.35,male,'no name',0,219533
42,2,'no description',27,male,'no name',0,243847
33,1,'no description',5,male,'no name',0,695
35,3,'no description',7.75,female,'no name',0,9232
21,3,'no description',7.25,male,'no name',0,'SOTON/OQ 3101317'
18,1,'no description',227.525,female,'no name',1,'PC 17757'
36,3,'no description',7.8958,male,'no name',0,349247
48,2,'no description',13,male,'no name',0,234360
9,3,'no description',34.375,female,'no name',0,'W./C. 6608'
17,3,'no description',16.1,female,'no name',1,371362
5,3,'no description',12.475,female,'no name',1,364516
19,3,'no description',6.75,male,'no name',0,365222
21,3,'no description',7.775,male,'no name',1,345501
2,3,'no description',12.2875,female,'no name',1,3101298
26,3,'no description',13.775,female,'no name',0,'SOTON/O.Q. 3101315'
0.6667,2,'no description',14.5,male,'no name',1,250649
38,3,'no description',31.3875,female,'no name',1,347077
55,1,'no description',25.7,female,'no name',1,11770
32.5,1,'no description',211.5,male,'no name',0,113503
45,2,'no description',13.5,female,'no name',1,223596
4,1,'no description',81.8583,male,'no name',1,33638
24,1,'no description',49.5042,female,'no name',1,'PC 17482'
28,3,'no description',7.8958,male,'no name',0,349243
28,1,'no description',26.55,male,'no name',1,110564
18,1,'no description',60,female,'no name',1,13695
27,2,'no description',26,male,'no name',0,228414
28.5,3,'no description',7.2292,male,'no name',0,2697
27,1,'no description',53.1,male,'no name',1,113806
37,1,'no description',83.1583,male,'no name',0,'PC 17756'
29,2,'no description',26,female,'no name',1,2926
21,3,'no description',6.4958,male,'no name',0,3101266
21,2,'no description',13,male,'no name',0,236854
50,1,'no description',55.9,male,'no name',0,13507
48,1,'no description',52,male,'no name',1,19996
27,1,'no description',76.7292,male,'no name',1,'PC 17572'
25,2,'no description',13,male,'no name',0,'C.A. 29178'
32,3,'no description',15.5,female,'no name',0,364849
21,1,'no description',61.3792,male,'no name',1,'PC 17597'
33,3,'no description',8.6625,male,'no name',0,349239
16,3,'no description',39.6875,male,'no name',0,3101295
45,3,'no description',8.05,male,'no name',1,7598
43,3,'no description',46.9,female,'no name',0,'CA 2144'
61,1,'no description',32.3208,male,'no name',0,36963
34,1,'no description',26.55,male,'no name',1,113794
26,3,'no description',7.775,male,'no name',0,347068
47,1,'no description',34.0208,male,'no name',0,36967
22,2,'no description',21,female,'no name',0,'F.C.C. 13534'
22,1,'no description',55,female,'no name',1,113505
24,3,'no description',7.7958,male,'no name',0,350035
22,2,'no description',10.5,male,'no name',1,'W./C. 14260'
42,1,'no description',52,male,'no name',0,113789
57,2,'no description',13,male,'no name',0,244346
39,3,'no description',31.275,male,'no name',0,347082
43,2,'no description',26.25,male,'no name',0,'F.C.C. 13529'
33,3,'no description',7.775,male,'no name',0,347062
16,3,'no description',8.5167,female,'no name',1,2625
3,3,'no description',13.775,female,'no name',0,'SOTON/O.Q. 3101315'
30,1,'no description',106.425,female,'no name',1,'PC 17761'
39,3,'no description',31.275,female,'no name',0,347082
0.3333,3,'no description',14.4,male,'no name',0,347080
21,1,'no description',26.55,female,'no name',1,113795
26,3,'no description',18.7875,male,'no name',1,2699
40,3,'no description',15.5,male,'no name',0,364849
33,1,'no description',53.1,female,'no name',1,113806
24,3,'no description',16.1,male,'no name',0,376566
42,1,'no description',26.55,male,'no name',0,17475
26,3,'no description',7.775,male,'no name',0,347075
44,2,'no description',26,female,'no name',0,244252
35,3,'no description',8.05,male,'no name',0,373450
36,3,'no description',24.15,male,'no name',0,345773
25,2,'no description',13,male,'no name',0,234686
35,3,'no description',7.125,male,'no name',0,'STON/O 2. 3101273'
3,3,'no description',15.9,male,'no name',1,'C.A. 37671'
25,3,'no description',7.7958,male,'no name',1,350033
22,3,'no description',7.25,female,'no name',1,'C 7077'
24,1,'no description',60,male,'no name',0,13695
27,3,'no description',8.6625,male,'no name',0,315154
25,1,'no description',55.4417,male,'no name',1,11765
31,3,'no description',20.525,female,'no name',1,363291
18,3,'no description',7.75,male,'no name',0,347078
3,3,'no description',21.075,female,'no name',0,349909
28,3,'no description',22.525,male,'no name',0,'C 4001'
24,3,'no description',7.05,male,'no name',0,'SOTON/O.Q. 3101311'
6,3,'no description',21.075,male,'no name',0,349909
9,3,'no description',15.9,male,'no name',1,'C.A. 37671'
32,1,'no description',76.2917,female,'no name',1,11813
21,2,'no description',10.5,female,'no name',1,'C.A. 31026'
45.5,3,'no description',7.225,male,'no name',0,2628
35,2,'no description',21,female,'no name',1,'F.C.C. 13528'
24,3,'no description',7.4958,male,'no name',0,349209
36,2,'no description',13,female,'no name',1,28551
56,1,'no description',30.6958,male,'no name',0,17764
23,3,'no description',7.55,female,'no name',1,'CA. 2314'
35,1,'no description',512.3292,male,'no name',1,'PC 17755'
44,1,'no description',57.9792,female,'no name',1,111361
49,1,'no description',76.7292,female,'no name',1,'PC 17572'
22,3,'no description',9.8375,female,'no name',0,7553
42,1,'no description',26.55,male,'no name',0,110489
42,2,'no description',13,male,'no name',1,237798
36,3,'no description',15.55,male,'no name',0,349910
43,1,'no description',27.7208,male,'no name',1,17765
22,1,'no description',135.6333,male,'no name',0,'PC 17760'
24,2,'no description',13,female,'no name',0,248747
38,1,'no description',71.2833,female,'no name',1,'PC 17599'
29,2,'no description',26,female,'no name',1,228414
18,2,'no description',23,female,'no name',1,231919
23,3,'no description',7.8542,male,'no name',0,347468
2,3,'no description',21.075,male,'no name',0,349909
27,2,'no description',13,male,'no name',0,220367
23.5,3,'no description',7.2292,male,'no name',0,2693
7,3,'no description',29.125,male,'no name',0,382652
54,1,'no description',81.8583,female,'no name',1,33638
49,2,'no description',65,male,'no name',0,220845
42,3,'no description',7.55,male,'no name',0,'C.A. 5547'
23,1,'no description',93.5,male,'no name',0,12749
20,3,'no description',7.05,male,'no name',0,'SOTON/O.Q. 3101307'
40,1,'no description',134.5,female,'no name',1,16966
1,2,'no description',39,male,'no name',1,230136
36.5,3,'no description',17.4,male,'no name',1,345572
39,2,'no description',13,male,'no name',0,248723
22,1,'no description',59.4,female,'no name',1,112378
54,1,'no description',51.8625,male,'no name',0,17463
32.5,3,'no description',9.5,male,'no name',0,345775
31,1,'no description',57,male,'no name',1,17474
51,3,'no description',7.75,male,'no name',0,347064
54,1,'no description',78.2667,female,'no name',1,36947
30,2,'no description',21,female,'no name',1,31027
26,3,'no description',8.05,male,'no name',0,341826
25,3,'no description',7.8958,male,'no name',0,349203
19,3,'no description',7.8542,female,'no name',1,350046
27,1,'no description',211.5,male,'no name',0,113503
18,3,'no description',9.8417,female,'no name',1,4138
63,1,'no description',221.7792,female,'no name',0,'PC 17483'
26,1,'no description',78.85,female,'no name',1,19877
26,1,'no description',136.7792,female,'no name',1,13508
27,3,'no description',7.8792,female,'no name',0,330844
40,2,'no description',39,female,'no name',1,29750
25,3,'no description',17.8,male,'no name',0,349237
14,3,'no description',39.6875,male,'no name',0,3101295
11,1,'no description',120,male,'no name',1,113760
36,2,'no description',13,female,'no name',1,27849
17,3,'no description',7.0542,male,'no name',0,350048
58,1,'no description',113.275,male,'no name',0,35273
16,2,'no description',26,male,'no name',0,239865
55,1,'no description',93.5,male,'no name',0,12749
16,1,'no description',57.9792,female,'no name',1,111361
25,3,'no description',7.65,male,'no name',1,348122
29,3,'no description',9.5,male,'no name',1,345779
80,1,'no description',30,male,'no name',1,27042
20,3,'no description',9.225,male,'no name',0,6563
39,1,'no description',29.7,male,'no name',0,'PC 17580'
70,2,'no description',10.5,male,'no name',0,'C.A. 24580'
60,2,'no description',26,female,'no name',0,24065
19,1,'no description',91.0792,female,'no name',1,11967
45,1,'no description',29.7,male,'no name',1,'PC 17594'
30,1,'no description',86.5,female,'no name',1,110152
42,2,'no description',13,male,'no name',0,244310
22,2,'no description',41.5792,female,'no name',1,'SC/Paris 2123'
16,2,'no description',10.5,male,'no name',0,'S.O./P.P. 3'
16,1,'no description',39.4,female,'no name',1,'PC 17592'
62,1,'no description',26.55,male,'no name',0,113807
33,3,'no description',7.8542,male,'no name',0,347465
25,2,'no description',26,male,'no name',0,236853
38,3,'no description',8.6625,male,'no name',0,315089
36,3,'no description',15.9,female,'no name',1,'C.A. 37671'
36,2,'no description',13,male,'no name',0,229236
9,3,'no description',15.2458,female,'no name',0,2678
59,2,'no description',13.5,male,'no name',0,237442
36.5,2,'no description',26,male,'no name',0,230080
26,3,'no description',14.4542,male,'no name',0,2680
26,3,'no description',8.6625,male,'no name',0,315151
25,3,'no description',7.775,female,'no name',0,347071
39,1,'no description',71.2833,male,'no name',0,'PC 17599'
20,3,'no description',8.05,male,'no name',0,'A/5. 2151'
39,1,'no description',211.3375,female,'no name',1,24160
24,2,'no description',10.5,male,'no name',1,28034
21,3,'no description',8.05,male,'no name',0,'A/4 45380'
27,3,'no description',7.225,male,'no name',0,2670
22,3,'no description',7.75,female,'no name',1,347081
55.5,3,'no description',8.05,male,'no name',0,'A.5. 11206'
17,3,'no description',7.7333,female,'no name',0,'AQ/3. 30631'
16,3,'no description',34.375,male,'no name',0,'W./C. 6608'
24,2,'no description',37.0042,female,'no name',1,'S.C./PARIS 2079'
4,3,'no description',29.125,male,'no name',0,382652
24,2,'no description',65,female,'no name',1,220845
63,1,'no description',77.9583,female,'no name',1,13502
38,1,'no description',80,female,'no name',1,113572
28,3,'no description',7.8958,female,'no name',0,349245
22,3,'no description',39.6875,female,'no name',0,3101295
22,3,'no description',7.225,male,'no name',1,2620
29,3,'no description',21.075,female,'no name',0,349909
33,1,'no description',26.55,male,'no name',0,113790
36,1,'no description',135.6333,female,'no name',1,'PC 17760'
36,3,'no description',12.1833,female,'no name',0,350405
36,1,'no description',31.6792,female,'no name',0,'PC 17531'
19,3,'no description',16.1,female,'no name',0,376566
2,3,'no description',29.125,male,'no name',0,382652
34,2,'no description',21,male,'no name',0,28664
60,1,'no description',79.2,male,'no name',1,13567
29,3,'no description',7.775,male,'no name',0,347067
15,1,'no description',211.3375,female,'no name',1,24160
19,3,'no description',8.05,male,'no name',1,'A/5. 10482'
52,2,'no description',13.5,male,'no name',0,248731
6,2,'no description',33,female,'no name',1,248727
23,3,'no description',9.225,male,'no name',0,7267
45,3,'no description',27.9,female,'no name',0,347088
45,3,'no description',14.1083,female,'no name',1,350026
39,3,'no description',29.125,female,'no name',0,382652
27,1,'no description',52,female,'no name',1,'F.C. 12750'
62,2,'no description',10.5,male,'no name',1,'S.W./PP 752'
33,1,'no description',27.7208,female,'no name',1,'PC 17613'
64,1,'no description',83.1583,female,'no name',1,'PC 17756'
25,3,'no description',7.05,male,'no name',0,'SOTON/O.Q. 3101312'
26,2,'no description',13,male,'no name',0,237670
47,3,'no description',9,male,'no name',0,345765
28,2,'no description',13.5,male,'no name',0,218629
28,1,'no description',35.5,male,'no name',1,113788
25,3,'no description',7.65,male,'no name',0,348123
46,1,'no description',61.175,male,'no name',0,'W.E.P. 5734'
41,2,'no description',15.0458,male,'no name',0,237734
24,3,'no description',7.75,female,'no name',0,368702
50,1,'no description',133.65,male,'no name',1,'PC 17611'
54,2,'no description',14,male,'no name',0,29011
4,3,'no description',31.275,male,'no name',0,347082
47,1,'no description',38.5,male,'no name',0,111320
18,1,'no description',79.65,female,'no name',1,110413
25,2,'no description',26,female,'no name',1,230433
51,1,'no description',77.9583,female,'no name',1,13502
16,3,'no description',46.9,female,'no name',0,'CA 2144'
30,1,'no description',93.5,female,'no name',1,12749
24,2,'no description',27.7208,female,'no name',1,'SC/PARIS 2167'
32,3,'no description',7.925,male,'no name',1,'STON/O 2. 3101286'
32,3,'no description',56.4958,male,'no name',1,1601
18.5,3,'no description',7.2292,male,'no name',0,2682
29,3,'no description',7.925,female,'no name',0,3101297
17,3,'no description',7.2292,male,'no name',0,2690
14.5,3,'no description',14.4542,female,'no name',0,2665
25,3,'no description',7.775,male,'no name',1,347083
22,3,'no description',7.7958,male,'no name',0,350045
31,2,'no description',26.25,male,'no name',0,'C.A. 31921'
27,3,'no description',7.925,female,'no name',0,'STON/O2. 3101270'
34,3,'no description',6.4958,male,'no name',0,3101264
23,1,'no description',83.1583,female,'no name',1,11767
18,1,'no description',262.375,female,'no name',1,'PC 17608'
21,3,'no description',8.6625,male,'no name',0,315097
39,2,'no description',13,male,'no name',0,28213
18,3,'no description',7.2292,female,'no name',1,2657
37,3,'no description',7.925,male,'no name',0,3101276
38.5,3,'no description',7.25,male,'no name',0,'SOTON/O.Q. 3101262'
36,1,'no description',71,female,'no name',1,'WE/P 5735'
22,3,'no description',8.9625,female,'no name',1,7548
28,3,'no description',8.05,male,'no name',0,363611
28,3,'no description',22.525,male,'no name',0,'C 4001'
1,3,'no description',39.6875,male,'no name',0,3101295
45,2,'no description',30,female,'no name',1,237789
16,3,'no description',7.7333,female,'no name',1,35851
24,3,'no description',7.8958,male,'no name',0,349233
46,1,'no description',26,male,'no name',0,694
21,3,'no description',7.8542,male,'no name',0,350029
31,2,'no description',26.25,female,'no name',1,'C.A. 31921'
21,1,'no description',77.9583,female,'no name',1,13502
58,1,'no description',153.4625,female,'no name',1,'PC 17582'
34,2,'no description',13,female,'no name',1,243880
45,1,'no description',164.8667,female,'no name',1,36928
23,2,'no description',10.5,male,'no name',0,'C.A. 31030'
26,3,'no description',7.8958,male,'no name',0,349224
14,3,'no description',46.9,male,'no name',0,'CA 2144'
48,1,'no description',106.425,female,'no name',1,'PC 17761'
27,3,'no description',7.925,female,'no name',1,'STON/O2. 3101283'
13,2,'no description',19.5,female,'no name',1,250644
32,3,'no description',7.8542,male,'no name',1,350417
30,1,'no description',27.75,male,'no name',0,113051
31,1,'no description',28.5375,male,'no name',1,2543
44,2,'no description',13,male,'no name',0,248746
21,1,'no description',262.375,female,'no name',1,'PC 17608'
70,1,'no description',71,male,'no name',0,'WE/P 5735'
18,3,'no description',8.3,male,'no name',0,2223
21,3,'no description',16.1,male,'no name',0,54636
